dataset_name,subject_id,administration_id,age,n_trials,n_trials_rt,rt_var,log_rt_var,short_window_acc_var,long_window_acc_var,short_window_accuracy,long_window_accuracy,short_window_prop_data,long_window_prop_data,short_window_target,long_window_target,short_window_distractor,long_window_distractor,short_window_elogit,long_window_elogit,rt,log_rt,prod,comp,log_age
adams_marchman_2018,389,480,37,14,4,192.0286436967152,0.327614264811766,0.2389363237929103,0.18403223253453635,0.8109840849870124,0.7138679736457243,0.9494047619047619,0.9326530612244898,55.785714285714285,93.5,12.571428571428571,37.07142857142857,2.5285008961082798,1.4644101515184096,512.5,6.195063653156186,,,3.6109179126442243
adams_marchman_2018,389,481,37,18,6,472.7578661429125,0.5191340097528696,0.22419021715342152,0.2761501540684434,0.7321154212587334,0.6878179765485319,0.8811728395061729,0.8539682539682539,46.77777777777778,83.55555555555556,16.666666666666668,36,1.5069290263401884,1.533196755332356,775,6.528258901602092,,,3.6109179126442243
adams_marchman_2018,390,482,17,31,13,462.738157670299,0.4425285514034224,0.2782955022761592,0.2795711635813608,0.7534697601252107,0.7328519921432205,0.932347670250896,0.9340175953079178,50.83870967741935,90.90322580645162,16.29032258064516,32.38709677419355,1.808057899222513,2.018136780447353,888.4615384615385,6.690542110448802,,0.755050505050505,2.833213344056216
adams_marchman_2018,390,483,17,31,14,757.5558043492881,0.4771854913458689,0.2953362120134183,0.26063595829458336,0.6871437544064278,0.5685559582698513,0.9019097222222222,0.8558238636363636,45.125,62.625,19.8125,50.34375,1.3377044772452935,0.4116538886300795,926.7857142857143,6.681809666939055,,0.755050505050505,2.833213344056216
adams_marchman_2018,390,484,19,29,17,430.56477957650543,0.3680555797426008,0.2737333985821231,0.26207265325553264,0.7093319711221301,0.630685541586225,0.859375,0.8241003787878788,44.03125,68.65625,17.84375,40.125,1.2881840059724565,1.0843476896638895,883.8235294117648,6.708199474232317,,0.9090909090909091,2.9444389791664403
adams_marchman_2018,390,485,19,22,12,455.27214638359686,0.45685711209331525,0.3225361068598353,0.33754275315282045,0.6394262389338857,0.5819071625351985,0.853448275862069,0.6912225705329154,39.58620689655172,55.827586206896555,21.862068965517242,35.41379310344828,1.0300786519881981,0.5854562416141551,850,6.640465238500926,,0.9090909090909091,2.9444389791664403
adams_marchman_2018,390,486,22,18,5,810.362573173268,0.6147017689290036,0.3575912033083594,0.3558036146593775,0.6974830339413672,0.6649767090461702,0.9143518518518519,0.8630952380952381,46.77777777777778,81.55555555555556,19.055555555555557,39.27777777777778,1.400620953200507,1.485758351117815,1045,6.773724137139706,0.6352941176470588,,3.091042453358316
adams_marchman_2018,390,487,22,12,2,88.38834764831844,0.13909518299058565,0.36763089625931145,0.35963577328884966,0.7514990262586416,0.6854032815359338,0.9262820512820513,0.8423076923076923,51.61538461538461,81.76923076923077,15.076923076923077,36.15384615384615,2.050539701950337,1.4312085776672896,637.5,6.452725187920377,0.6352941176470588,,3.091042453358316
adams_marchman_2018,390,488,24,13,6,390.325718684622,0.43327660415134767,0.18619636705762882,0.21747949271141626,0.8665819970761803,0.7311433207775292,0.90625,0.7522321428571429,57.1875,79.0625,8.0625,26.25,2.9092975742339546,1.4741017351355559,770.8333333333334,6.56059775027688,0.7573529411764706,,3.1780538303479458
adams_marchman_2018,390,489,24,10,4,821.6789214772398,0.3438005905647234,0.3972397591751937,0.390194636616615,0.3663817227923715,0.4583434237925565,0.8645833333333334,0.775,22.166666666666664,48.91666666666667,40.083333333333336,59.583333333333336,-1.1250247907484787,-0.5355999481850534,2181.25,7.640514651534167,0.7573529411764706,,3.1780538303479458
adams_marchman_2018,390,490,36,13,3,132.28756555322954,0.27404491615321974,0.22837255172648832,0.17038860606242723,0.8783952265410067,0.7959677402355781,0.9583333333333334,0.8846153846153846,60.84615384615385,98.07692307692308,8.153846153846153,25.76923076923077,3.214823760644304,2.32409140418875,525,6.239682572168054,,,3.58351893845611
adams_marchman_2018,390,491,37,18,8,546.8150477342147,0.6052553841335024,0.2906111509857047,0.17536063809182825,0.7411012839768495,0.8114030806539837,0.9398148148148148,0.9527777777777777,50.5,108.66666666666667,17.166666666666668,24.72222222222222,2.080523933773183,2.2507403022546315,996.875,6.7536782228221615,,,3.6109179126442243
adams_marchman_2018,391,492,16,28,8,335.67628964311945,0.32857615558489117,0.2508243933682747,0.21349548415261135,0.7530130736107798,0.7510070766874316,0.9176245210727969,0.8934169278996865,50.655172413793096,88.75862068965517,15.413793103448276,29.17241379310345,2.2258782343631434,1.947089025741453,1037.5,6.8980962077421974,,0.25252525252525254,2.772588722239781
adams_marchman_2018,391,493,16,31,15,272.63048426832415,0.2747195341767376,0.24347992593254555,0.2173135592103555,0.7681873983333656,0.7476963556894126,0.9045138888888888,0.8759469696969697,50.4375,87.53125,14.6875,28.09375,2.0502471040594084,1.8677033305408108,918.3333333333334,6.785593721085068,,0.25252525252525254,2.772588722239781
adams_marchman_2018,391,494,18,31,19,372.96229996205034,0.34611457216202784,0.28005495448251,0.2851978214827325,0.6612308379705623,0.6869731835620475,0.8826164874551972,0.8748778103616813,42.35483870967742,78.74193548387096,21.193548387096776,36.74193548387097,0.912586229559487,1.041402345032118,942.1052631578948,6.7872538022816835,,0.43686868686868685,2.8903717578961645
adams_marchman_2018,391,495,18,30,15,682.2014435075681,0.43969306310209816,0.2783668164808842,0.3005971400557182,0.7577783434779704,0.7140133202677886,0.9083333333333333,0.9118686868686868,49.83333333333333,86.06666666666666,15.566666666666666,34.3,1.7888942879875698,1.8413184667363534,1018.3333333333333,6.8077072605671525,,0.43686868686868685,2.8903717578961645
adams_marchman_2018,391,496,21,15,6,250.87347408604202,0.3092891827076072,0.2598963324780722,0.26749884161391113,0.8074069678859654,0.8445785708603447,0.9157986111111112,0.8361607142857143,53.125,99.25,12.8125,17.8125,2.2693625294443938,2.915145823933044,812.5,6.6604741611273806,0.2676470588235294,,3.044522437723423
adams_marchman_2018,391,497,24,15,7,609.083034451907,0.4906853973178676,0.2990745060200761,0.23317530532879205,0.7379195774236311,0.8452036074967535,0.9071180555555556,0.8223214285714285,48.75,97.5,16.5625,17.625,1.913160169751277,2.926911758435195,982.1428571428571,6.769745856000674,0.38382352941176473,,3.1780538303479458
adams_marchman_2018,391,498,24,4,3,766.0776723022282,0.49624111691091516,0.41795234168414275,0.22677580896093533,0.5537846481876333,0.8133495696758837,0.9756944444444444,0.9142857142857143,38.75,104.25,31.5,23.75,0.22104871790125924,2.4126417896312677,1450,7.193136131994763,0.38382352941176473,,3.1780538303479458
